id,height,weight,capture_rate,generation,habitat,shape,stats_hp,stats_attack,stats_defense,stats_special-attack,stats_special-defense,stats_speed,ability_1,ability_2,ability_3,name,type_1,type_2
946,6,6,190,generation-ix,,,40,65,30,45,35,60,wind-rider,infiltrator,,bramblin,grass,ghost
947,12,60,45,generation-ix,,,55,115,70,80,70,90,wind-rider,infiltrator,,brambleghast,grass,ghost
948,9,330,190,generation-ix,,,40,40,35,50,100,70,mycelium-might,mycelium-might,,toedscool,ground,grass
949,19,580,90,generation-ix,,,80,70,65,80,120,100,mycelium-might,mycelium-might,,toedscruel,ground,grass
950,13,790,120,generation-ix,,,70,100,115,35,55,75,anger-shell,shell-armor,regenerator,klawf,rock,
951,3,30,190,generation-ix,,,50,62,40,62,40,50,chlorophyll,insomnia,klutz,capsakid,grass,
952,9,150,75,generation-ix,,,65,108,65,108,65,75,chlorophyll,insomnia,moody,scovillain,grass,fire
953,2,10,190,generation-ix,,,41,50,60,31,58,30,compound-eyes,shed-skin,,rellor,bug,
954,3,35,45,generation-ix,,,75,50,85,115,100,45,synchronize,telepathy,,rabsca,bug,psychic
955,2,15,120,generation-ix,,,30,35,30,55,30,75,anticipation,frisk,speed-boost,flittle,psychic,
956,19,900,60,generation-ix,,,95,60,60,101,60,105,opportunist,frisk,speed-boost,espathra,psychic,
957,4,89,190,generation-ix,,,50,45,45,35,64,58,mold-breaker,own-tempo,pickpocket,tinkatink,fairy,steel
958,7,591,90,generation-ix,,,65,55,55,45,82,78,mold-breaker,own-tempo,pickpocket,tinkatuff,fairy,steel
959,7,1128,45,generation-ix,,,85,75,77,70,105,94,mold-breaker,own-tempo,pickpocket,tinkaton,fairy,steel
960,12,18,255,generation-ix,,,10,55,25,35,25,95,gooey,rattled,sand-veil,wiglett,water,
961,12,54,50,generation-ix,,,35,100,50,50,70,120,gooey,rattled,sand-veil,wugtrio,water,
962,15,429,25,generation-ix,,,70,103,85,60,85,82,big-pecks,keen-eye,rocky-payload,bombirdier,flying,dark
963,13,602,200,generation-ix,,,70,45,40,45,40,75,water-veil,water-veil,,finizen,water,
964,13,602,45,generation-ix,,,100,70,72,53,62,100,zero-to-hero,zero-to-hero,,palafin,water,
965,10,350,190,generation-ix,,,45,70,63,30,45,47,overcoat,slow-start,,varoom,steel,poison
966,18,1200,75,generation-ix,,,80,119,90,54,67,90,overcoat,filter,,revavroom,steel,poison
967,16,630,190,generation-ix,,,70,95,65,85,65,121,shed-skin,regenerator,,cyclizar,dragon,normal
968,25,3100,25,generation-ix,,,70,85,145,60,55,65,earth-eater,sand-veil,,orthworm,steel,
969,7,80,70,generation-ix,,,48,35,42,105,60,60,toxic-debris,corrosion,,glimmet,rock,poison
970,15,450,25,generation-ix,,,83,55,90,130,81,86,toxic-debris,corrosion,,glimmora,rock,poison
971,6,350,120,generation-ix,,,50,61,60,30,55,34,pickup,fluffy,,greavard,ghost,
972,20,150,60,generation-ix,,,72,101,100,50,97,68,sand-rush,fluffy,,houndstone,ghost,
973,16,370,100,generation-ix,,,82,115,74,75,64,90,scrappy,tangled-feet,costar,flamigo,flying,fighting
974,12,450,150,generation-ix,,,108,68,45,30,40,43,thick-fat,snow-cloak,sheer-force,cetoddle,ice,
975,45,7000,50,generation-ix,,,170,113,65,45,55,73,thick-fat,slush-rush,sheer-force,cetitan,ice,
976,25,900,100,generation-ix,,,90,102,73,78,65,70,mold-breaker,sharpness,,veluza,water,psychic
977,120,2200,25,generation-ix,,,150,100,115,65,65,35,unaware,oblivious,water-veil,dondozo,water,
978,3,80,100,generation-ix,,,68,50,60,120,95,82,commander,storm-drain,,tatsugiri,dragon,water
979,12,560,45,generation-ix,,,110,115,80,50,90,90,vital-spirit,inner-focus,defiant,annihilape,fighting,ghost
980,18,2230,90,generation-ix,,,130,75,60,45,100,20,poison-point,water-absorb,unaware,clodsire,poison,ground
981,32,1600,45,generation-ix,,,120,90,70,110,70,60,cud-chew,armor-tail,sap-sipper,farigiraf,normal,psychic
982,36,392,45,generation-ix,,,125,100,80,85,75,55,serene-grace,run-away,rattled,dudunsparce,normal,
983,20,1200,25,generation-ix,,,100,135,120,60,85,50,defiant,supreme-overlord,pressure,kingambit,dark,steel
984,22,3200,30,generation-ix,,,115,131,131,53,53,87,protosynthesis,protosynthesis,,great-tusk,ground,fighting
985,12,80,50,generation-ix,,,115,65,99,65,115,111,protosynthesis,protosynthesis,,scream-tail,fairy,psychic
986,12,210,50,generation-ix,,,111,127,99,79,99,55,protosynthesis,protosynthesis,,brute-bonnet,grass,dark
987,14,40,30,generation-ix,,,55,55,55,135,135,135,protosynthesis,protosynthesis,,flutter-mane,ghost,fairy
988,32,920,30,generation-ix,,,85,135,79,85,105,81,protosynthesis,protosynthesis,,slither-wing,bug,fighting
989,23,600,30,generation-ix,,,85,81,97,121,85,101,protosynthesis,protosynthesis,,sandy-shocks,electric,ground
990,9,2400,30,generation-ix,,,90,112,120,72,70,106,quark-drive,quark-drive,,iron-treads,ground,steel
991,6,110,50,generation-ix,,,56,80,114,124,60,136,quark-drive,quark-drive,,iron-bundle,ice,water
992,18,3807,50,generation-ix,,,154,140,108,50,68,50,quark-drive,quark-drive,,iron-hands,fighting,electric
993,13,1110,30,generation-ix,,,94,80,86,122,80,108,quark-drive,quark-drive,,iron-jugulis,dark,flying
994,12,360,30,generation-ix,,,80,70,60,140,110,110,quark-drive,quark-drive,,iron-moth,fire,poison
995,16,3030,30,generation-ix,,,100,134,110,70,84,72,quark-drive,quark-drive,,iron-thorns,rock,electric
996,5,170,45,generation-ix,,,65,75,45,35,45,55,thermal-exchange,ice-body,,frigibax,dragon,ice
997,8,300,25,generation-ix,,,90,95,66,45,65,62,thermal-exchange,ice-body,,arctibax,dragon,ice
998,21,2100,10,generation-ix,,,115,145,92,75,86,87,thermal-exchange,ice-body,,baxcalibur,dragon,ice
999,3,50,45,generation-ix,,,45,30,70,75,70,10,rattled,rattled,,gimmighoul,ghost,
1000,12,300,45,generation-ix,,,87,60,95,133,91,84,good-as-gold,good-as-gold,,gholdengo,steel,ghost
1001,15,742,6,generation-ix,,,85,85,100,95,135,70,tablets-of-ruin,tablets-of-ruin,,wo-chien,dark,grass
1002,19,1522,6,generation-ix,,,80,120,80,90,65,135,sword-of-ruin,sword-of-ruin,,chien-pao,dark,ice
1003,27,6997,6,generation-ix,,,155,110,125,55,80,45,vessel-of-ruin,vessel-of-ruin,,ting-lu,dark,ground
1004,4,49,6,generation-ix,,,55,80,80,135,120,100,beads-of-ruin,beads-of-ruin,,chi-yu,dark,fire
1005,20,3800,10,generation-ix,,,105,139,71,55,101,119,protosynthesis,protosynthesis,,roaring-moon,dragon,dark
1006,14,350,10,generation-ix,,,74,130,90,120,60,116,quark-drive,quark-drive,,iron-valiant,fairy,fighting
1007,25,3030,3,generation-ix,,,100,135,115,85,100,135,orichalcum-pulse,orichalcum-pulse,,koraidon,fighting,dragon
1008,35,2400,3,generation-ix,,,100,85,100,135,115,135,hadron-engine,hadron-engine,,miraidon,electric,dragon
1009,35,2800,5,generation-ix,,,99,83,91,125,83,109,protosynthesis,protosynthesis,,walking-wake,water,dragon
1010,15,1250,5,generation-ix,,,90,130,88,70,108,104,quark-drive,quark-drive,,iron-leaves,grass,psychic
1011,4,97,45,generation-ix,,,80,80,110,95,80,40,supersweet-syrup,gluttony,sticky-hold,dipplin,grass,dragon
1012,1,11,120,generation-ix,,,40,45,45,74,54,50,hospitality,heatproof,,poltchageist,grass,ghost
1013,2,22,60,generation-ix,,,71,60,106,121,80,70,hospitality,heatproof,,sinistcha,grass,ghost
1014,18,922,3,generation-ix,,,88,128,115,58,86,80,toxic-chain,guard-dog,,okidogi,poison,fighting
1015,10,122,3,generation-ix,,,88,75,66,130,90,106,toxic-chain,frisk,,munkidori,poison,psychic
1016,14,301,3,generation-ix,,,88,91,82,70,125,99,toxic-chain,technician,,fezandipiti,poison,fairy
1017,12,398,5,generation-ix,,,80,120,84,60,96,110,defiant,,,ogerpon,grass,
1018,20,600,10,generation-ix,,,90,105,130,125,65,85,stamina,sturdy,stalwart,archaludon,steel,dragon
1019,18,930,10,generation-ix,,,106,80,110,120,80,44,supersweet-syrup,regenerator,sticky-hold,hydrapple,grass,dragon
1020,35,5900,10,generation-ix,,,105,115,121,65,93,91,protosynthesis,,,gouging-fire,fire,dragon
1021,52,4800,10,generation-ix,,,125,73,91,137,89,75,protosynthesis,,,raging-bolt,electric,dragon
1022,15,1625,10,generation-ix,,,90,120,80,68,108,124,quark-drive,,,iron-boulder,rock,psychic
1023,16,1560,10,generation-ix,,,90,72,100,122,108,98,quark-drive,,,iron-crown,steel,psychic
1024,2,65,255,generation-ix,,,90,65,85,65,85,60,tera-shift,,,terapagos,normal,
1025,3,3,3,generation-ix,,,88,88,160,88,88,88,poison-puppeteer,,,pecharunt,poison,ghost
1,7,69,45,generation-i,grassland,quadruped,45,49,49,65,65,45,overgrow,chlorophyll,,bulbasaur,grass,poison
2,10,130,45,generation-i,grassland,quadruped,60,62,63,80,80,60,overgrow,chlorophyll,,ivysaur,grass,poison
3,20,1000,45,generation-i,grassland,quadruped,80,82,83,100,100,80,overgrow,chlorophyll,,venusaur,grass,poison
4,6,85,45,generation-i,mountain,upright,39,52,43,60,50,65,blaze,solar-power,,charmander,fire,
5,11,190,45,generation-i,mountain,upright,58,64,58,80,65,80,blaze,solar-power,,charmeleon,fire,
6,17,905,45,generation-i,mountain,upright,78,84,78,109,85,100,blaze,solar-power,,charizard,fire,flying
7,5,90,45,generation-i,waters-edge,upright,44,48,65,50,64,43,torrent,rain-dish,,squirtle,water,
8,10,225,45,generation-i,waters-edge,upright,59,63,80,65,80,58,torrent,rain-dish,,wartortle,water,
9,16,855,45,generation-i,waters-edge,upright,79,83,100,85,105,78,torrent,rain-dish,,blastoise,water,
10,3,29,255,generation-i,forest,armor,45,30,35,20,20,45,shield-dust,run-away,,caterpie,bug,
11,7,99,120,generation-i,forest,squiggle,50,20,55,25,25,30,shed-skin,,,metapod,bug,
12,11,320,45,generation-i,forest,bug-wings,60,45,50,90,80,70,compound-eyes,tinted-lens,,butterfree,bug,flying
13,3,32,255,generation-i,forest,armor,40,35,30,20,20,50,shield-dust,run-away,,weedle,bug,poison
14,6,100,120,generation-i,forest,squiggle,45,25,50,25,25,35,shed-skin,,,kakuna,bug,poison
15,10,295,45,generation-i,forest,bug-wings,65,90,40,45,80,75,swarm,sniper,,beedrill,bug,poison
16,3,18,255,generation-i,forest,wings,40,45,40,35,35,56,keen-eye,tangled-feet,big-pecks,pidgey,normal,flying
17,11,300,120,generation-i,forest,wings,63,60,55,50,50,71,keen-eye,tangled-feet,big-pecks,pidgeotto,normal,flying
18,15,395,45,generation-i,forest,wings,83,80,75,70,70,101,keen-eye,tangled-feet,big-pecks,pidgeot,normal,flying
19,3,35,255,generation-i,grassland,quadruped,30,56,35,25,35,72,run-away,guts,hustle,rattata,normal,
20,7,185,127,generation-i,grassland,quadruped,55,81,60,50,70,97,run-away,guts,hustle,raticate,normal,
21,3,20,255,generation-i,rough-terrain,wings,40,60,30,31,31,70,keen-eye,sniper,,spearow,normal,flying
22,12,380,90,generation-i,rough-terrain,wings,65,90,65,61,61,100,keen-eye,sniper,,fearow,normal,flying
23,20,69,255,generation-i,grassland,squiggle,35,60,44,40,54,55,intimidate,shed-skin,unnerve,ekans,poison,
24,35,650,90,generation-i,grassland,squiggle,60,95,69,65,79,80,intimidate,shed-skin,unnerve,arbok,poison,
25,4,60,190,generation-i,forest,quadruped,35,55,40,50,50,90,static,lightning-rod,,pikachu,electric,
26,8,300,75,generation-i,forest,upright,60,90,55,90,80,110,static,lightning-rod,,raichu,electric,
27,6,120,255,generation-i,rough-terrain,upright,50,75,85,20,30,40,sand-veil,sand-rush,,sandshrew,ground,
28,10,295,90,generation-i,rough-terrain,upright,75,100,110,45,55,65,sand-veil,sand-rush,,sandslash,ground,
29,4,70,235,generation-i,grassland,quadruped,55,47,52,40,40,41,poison-point,rivalry,hustle,nidoran-f,poison,
30,8,200,120,generation-i,grassland,quadruped,70,62,67,55,55,56,poison-point,rivalry,hustle,nidorina,poison,
31,13,600,45,generation-i,grassland,upright,90,92,87,75,85,76,poison-point,rivalry,sheer-force,nidoqueen,poison,ground
32,5,90,235,generation-i,grassland,quadruped,46,57,40,40,40,50,poison-point,rivalry,hustle,nidoran-m,poison,
33,9,195,120,generation-i,grassland,quadruped,61,72,57,55,55,65,poison-point,rivalry,hustle,nidorino,poison,
34,14,620,45,generation-i,grassland,upright,81,102,77,85,75,85,poison-point,rivalry,sheer-force,nidoking,poison,ground
35,6,75,150,generation-i,mountain,upright,70,45,48,60,65,35,cute-charm,magic-guard,friend-guard,clefairy,fairy,
36,13,400,25,generation-i,mountain,upright,95,70,73,95,90,60,cute-charm,magic-guard,unaware,clefable,fairy,
37,6,99,190,generation-i,grassland,quadruped,38,41,40,50,65,65,flash-fire,drought,,vulpix,fire,
38,11,199,75,generation-i,grassland,quadruped,73,76,75,81,100,100,flash-fire,drought,,ninetales,fire,
39,5,55,170,generation-i,grassland,humanoid,115,45,20,45,25,20,cute-charm,competitive,friend-guard,jigglypuff,normal,fairy
40,10,120,50,generation-i,grassland,humanoid,140,70,45,85,50,45,cute-charm,competitive,frisk,wigglytuff,normal,fairy
41,8,75,255,generation-i,cave,wings,40,45,35,30,40,55,inner-focus,infiltrator,,zubat,poison,flying
42,16,550,90,generation-i,cave,wings,75,80,70,65,75,90,inner-focus,infiltrator,,golbat,poison,flying
43,5,54,255,generation-i,grassland,legs,45,50,55,75,65,30,chlorophyll,run-away,,oddish,grass,poison
44,8,86,120,generation-i,grassland,humanoid,60,65,70,85,75,40,chlorophyll,stench,,gloom,grass,poison
45,12,186,45,generation-i,grassland,humanoid,75,80,85,110,90,50,chlorophyll,effect-spore,,vileplume,grass,poison
46,3,54,190,generation-i,forest,armor,35,70,55,45,55,25,effect-spore,dry-skin,damp,paras,bug,grass
47,10,295,75,generation-i,forest,armor,60,95,80,60,80,30,effect-spore,dry-skin,damp,parasect,bug,grass
48,10,300,190,generation-i,forest,humanoid,60,55,50,40,55,45,compound-eyes,tinted-lens,run-away,venonat,bug,poison
49,15,125,75,generation-i,forest,bug-wings,70,65,60,90,75,90,shield-dust,tinted-lens,wonder-skin,venomoth,bug,poison
50,2,8,255,generation-i,cave,blob,10,55,25,35,45,95,sand-veil,arena-trap,sand-force,diglett,ground,
51,7,333,50,generation-i,cave,heads,35,100,50,50,70,120,sand-veil,arena-trap,sand-force,dugtrio,ground,
52,4,42,255,generation-i,urban,quadruped,40,45,35,40,40,90,pickup,technician,unnerve,meowth,normal,
53,10,320,90,generation-i,urban,quadruped,65,70,60,65,65,115,limber,technician,unnerve,persian,normal,
54,8,196,190,generation-i,waters-edge,upright,50,52,48,65,50,55,damp,cloud-nine,swift-swim,psyduck,water,
55,17,766,75,generation-i,waters-edge,upright,80,82,78,95,80,85,damp,cloud-nine,swift-swim,golduck,water,
56,5,280,190,generation-i,mountain,upright,40,80,35,35,45,70,vital-spirit,anger-point,defiant,mankey,fighting,
57,10,320,75,generation-i,mountain,upright,65,105,60,60,70,95,vital-spirit,anger-point,defiant,primeape,fighting,
58,7,190,190,generation-i,grassland,quadruped,55,70,45,70,50,60,intimidate,flash-fire,justified,growlithe,fire,
59,19,1550,75,generation-i,grassland,quadruped,90,110,80,100,80,95,intimidate,flash-fire,justified,arcanine,fire,
60,6,124,255,generation-i,waters-edge,legs,40,50,40,40,40,90,water-absorb,damp,swift-swim,poliwag,water,
61,10,200,120,generation-i,waters-edge,humanoid,65,65,65,50,50,90,water-absorb,damp,swift-swim,poliwhirl,water,
62,13,540,45,generation-i,waters-edge,humanoid,90,95,95,70,90,70,water-absorb,damp,swift-swim,poliwrath,water,fighting
63,9,195,200,generation-i,urban,upright,25,20,15,105,55,90,synchronize,inner-focus,magic-guard,abra,psychic,
64,13,565,100,generation-i,urban,upright,40,35,30,120,70,105,synchronize,inner-focus,magic-guard,kadabra,psychic,
65,15,480,50,generation-i,urban,humanoid,55,50,45,135,95,120,synchronize,inner-focus,magic-guard,alakazam,psychic,
66,8,195,180,generation-i,mountain,upright,70,80,50,35,35,35,guts,no-guard,steadfast,machop,fighting,
67,15,705,90,generation-i,mountain,humanoid,80,100,70,50,60,45,guts,no-guard,steadfast,machoke,fighting,
68,16,1300,45,generation-i,mountain,humanoid,90,130,80,65,85,55,guts,no-guard,steadfast,machamp,fighting,
69,7,40,255,generation-i,forest,humanoid,50,75,35,70,30,40,chlorophyll,gluttony,,bellsprout,grass,poison
70,10,64,120,generation-i,forest,blob,65,90,50,85,45,55,chlorophyll,gluttony,,weepinbell,grass,poison
71,17,155,45,generation-i,forest,blob,80,105,65,100,70,70,chlorophyll,gluttony,,victreebel,grass,poison
72,9,455,190,generation-i,sea,tentacles,40,40,35,50,100,70,clear-body,liquid-ooze,rain-dish,tentacool,water,poison
73,16,550,60,generation-i,sea,tentacles,80,70,65,80,120,100,clear-body,liquid-ooze,rain-dish,tentacruel,water,poison
74,4,200,255,generation-i,mountain,arms,40,80,100,30,30,20,rock-head,sturdy,sand-veil,geodude,rock,ground
75,10,1050,120,generation-i,mountain,humanoid,55,95,115,45,45,35,rock-head,sturdy,sand-veil,graveler,rock,ground
76,14,3000,45,generation-i,mountain,humanoid,80,120,130,55,65,45,rock-head,sturdy,sand-veil,golem,rock,ground
77,10,300,190,generation-i,grassland,quadruped,50,85,55,65,65,90,run-away,flash-fire,flame-body,ponyta,fire,
78,17,950,60,generation-i,grassland,quadruped,65,100,70,80,80,105,run-away,flash-fire,flame-body,rapidash,fire,
79,12,360,190,generation-i,waters-edge,quadruped,90,65,65,40,40,15,oblivious,own-tempo,regenerator,slowpoke,water,psychic
80,16,785,75,generation-i,waters-edge,upright,95,75,110,100,80,30,oblivious,own-tempo,regenerator,slowbro,water,psychic
81,3,60,190,generation-i,rough-terrain,arms,25,35,70,95,55,45,magnet-pull,sturdy,analytic,magnemite,electric,steel
82,10,600,60,generation-i,rough-terrain,heads,50,60,95,120,70,70,magnet-pull,sturdy,analytic,magneton,electric,steel
83,8,150,45,generation-i,grassland,wings,52,90,55,58,62,60,keen-eye,inner-focus,defiant,farfetchd,normal,flying
84,14,392,190,generation-i,grassland,legs,35,85,45,35,35,75,run-away,early-bird,tangled-feet,doduo,normal,flying
85,18,852,45,generation-i,grassland,legs,60,110,70,60,60,110,run-away,early-bird,tangled-feet,dodrio,normal,flying
86,11,900,190,generation-i,sea,fish,65,45,55,45,70,45,thick-fat,hydration,ice-body,seel,water,
87,17,1200,75,generation-i,sea,fish,90,70,80,70,95,70,thick-fat,hydration,ice-body,dewgong,water,ice
88,9,300,190,generation-i,urban,arms,80,80,50,40,50,25,stench,sticky-hold,poison-touch,grimer,poison,
89,12,300,75,generation-i,urban,arms,105,105,75,65,100,50,stench,sticky-hold,poison-touch,muk,poison,
90,3,40,190,generation-i,sea,ball,30,65,100,45,25,40,shell-armor,skill-link,overcoat,shellder,water,
91,15,1325,60,generation-i,sea,ball,50,95,180,85,45,70,shell-armor,skill-link,overcoat,cloyster,water,ice
92,13,1,190,generation-i,cave,ball,30,35,30,100,35,80,levitate,,,gastly,ghost,poison
93,16,1,90,generation-i,cave,arms,45,50,45,115,55,95,levitate,,,haunter,ghost,poison
94,15,405,45,generation-i,cave,upright,60,65,60,130,75,110,cursed-body,,,gengar,ghost,poison
95,88,2100,45,generation-i,cave,squiggle,35,45,160,30,45,70,rock-head,sturdy,weak-armor,onix,rock,ground
96,10,324,190,generation-i,grassland,humanoid,60,48,45,43,90,42,insomnia,forewarn,inner-focus,drowzee,psychic,
97,16,756,75,generation-i,grassland,humanoid,85,73,70,73,115,67,insomnia,forewarn,inner-focus,hypno,psychic,
98,4,65,225,generation-i,waters-edge,armor,30,105,90,25,25,50,hyper-cutter,shell-armor,sheer-force,krabby,water,
99,13,600,60,generation-i,waters-edge,armor,55,130,115,50,50,75,hyper-cutter,shell-armor,sheer-force,kingler,water,
100,5,104,190,generation-i,urban,ball,40,30,50,55,55,100,soundproof,static,aftermath,voltorb,electric,
101,12,666,60,generation-i,urban,ball,60,50,70,80,80,150,soundproof,static,aftermath,electrode,electric,
102,4,25,90,generation-i,forest,heads,60,40,80,60,45,40,chlorophyll,harvest,,exeggcute,grass,psychic
103,20,1200,45,generation-i,forest,legs,95,95,85,125,75,55,chlorophyll,harvest,,exeggutor,grass,psychic
104,4,65,190,generation-i,mountain,upright,50,50,95,40,50,35,rock-head,lightning-rod,battle-armor,cubone,ground,
105,10,450,75,generation-i,mountain,upright,60,80,110,50,80,45,rock-head,lightning-rod,battle-armor,marowak,ground,
106,15,498,45,generation-i,urban,humanoid,50,120,53,35,110,87,limber,reckless,unburden,hitmonlee,fighting,
107,14,502,45,generation-i,urban,humanoid,50,105,79,35,110,76,keen-eye,iron-fist,inner-focus,hitmonchan,fighting,
108,12,655,45,generation-i,grassland,upright,90,55,75,60,75,30,own-tempo,oblivious,cloud-nine,lickitung,normal,
109,6,10,190,generation-i,urban,ball,40,65,95,60,45,35,levitate,neutralizing-gas,stench,koffing,poison,
110,12,95,60,generation-i,urban,heads,65,90,120,85,70,60,levitate,neutralizing-gas,stench,weezing,poison,
111,10,1150,120,generation-i,rough-terrain,quadruped,80,85,95,30,30,25,lightning-rod,rock-head,reckless,rhyhorn,ground,rock
